Population,Line,Plate,Individual,Chr2_Crossovers,Chr3_Crossovers,Chr4_Crossovers,ChrX_Crossovers
AFC,AFC_30,AFC_30_20,AFC_30_20_G09,0,0,1,1
AFC,AFC_30,AFC_30_20,AFC_30_20_G11,4,1,0,3
AFC,AFC_30,AFC_30_20,AFC_30_20_H02,1,1,1,1
AFC,AFC_30,AFC_30_20,AFC_30_20_H03,2,1,2,2
AFC,AFC_30,AFC_30_20,AFC_30_20_H04,2,1,1,2
AFC,AFC_30,AFC_30_20,AFC_30_20_H05,2,1,1,2
AFC,AFC_30,AFC_30_20,AFC_30_20_H06,0,2,1,2
AFC,AFC_30,AFC_30_20,AFC_30_20_H07,0,1,1,3
AFC,AFC_30,AFC_30_20,AFC_30_20_H08,1,1,2,1
AFC,AFC_30,AFC_30_20,AFC_30_20_H09,1,1,0,1
AFC,AFC_30,AFC_30_20,AFC_30_20_H10,3,0,1,3
AFC,AFC_30,AFC_30_20,AFC_30_20_H11,2,2,0,4
AFC,AFC_47,AFC_47_15,AFC_47_15_A05,0,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_A06,2,0,1,5
AFC,AFC_47,AFC_47_15,AFC_47_15_A07,2,1,0,3
AFC,AFC_47,AFC_47_15,AFC_47_15_A08,2,0,0,3
AFC,AFC_47,AFC_47_15,AFC_47_15_A09,2,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_A10,1,1,0,1
AFC,AFC_47,AFC_47_15,AFC_47_15_A12,1,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_B02,2,0,2,0
AFC,AFC_47,AFC_47_15,AFC_47_15_B03,1,0,1,4
AFC,AFC_47,AFC_47_15,AFC_47_15_B04,2,0,2,0
AFC,AFC_47,AFC_47_15,AFC_47_15_B05,2,1,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_B06,2,1,0,1
AFC,AFC_47,AFC_47_15,AFC_47_15_B07,2,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_B08,1,1,0,1
AFC,AFC_47,AFC_47_15,AFC_47_15_B09,2,2,2,0
AFC,AFC_47,AFC_47_15,AFC_47_15_B10,2,1,2,3
AFC,AFC_47,AFC_47_15,AFC_47_15_B11,3,0,2,3
AFC,AFC_47,AFC_47_15,AFC_47_15_B12,1,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_C01,1,1,0,0
AFC,AFC_47,AFC_47_15,AFC_47_15_C02,2,0,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_C03,0,1,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_C04,1,0,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_C05,2,2,0,NA
AFC,AFC_47,AFC_47_15,AFC_47_15_C06,1,2,0,1
AFC,AFC_47,AFC_47_15,AFC_47_15_C07,1,2,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_C08,2,0,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_C09,1,2,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_C10,1,1,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_C11,0,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_C12,2,1,2,1
AFC,AFC_47,AFC_47_15,AFC_47_15_D01,1,0,0,4
AFC,AFC_47,AFC_47_15,AFC_47_15_D02,1,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_D03,1,0,2,3
AFC,AFC_47,AFC_47_15,AFC_47_15_D04,2,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_D05,2,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_D06,1,0,1,NA
AFC,AFC_47,AFC_47_15,AFC_47_15_D07,2,1,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_D08,1,1,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_D09,2,0,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_D10,1,2,1,0
AFC,AFC_47,AFC_47_15,AFC_47_15_D11,0,1,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_D12,1,1,4,2
AFC,AFC_47,AFC_47_15,AFC_47_15_E01,2,0,1,5
AFC,AFC_47,AFC_47_15,AFC_47_15_E02,1,0,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_E03,2,0,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_E04,3,1,2,1
AFC,AFC_47,AFC_47_15,AFC_47_15_E05,0,2,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_E06,1,0,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_E07,1,1,0,1
AFC,AFC_47,AFC_47_15,AFC_47_15_E08,1,1,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_E09,1,0,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_E10,0,0,0,0
AFC,AFC_47,AFC_47_15,AFC_47_15_E11,1,1,3,3
AFC,AFC_47,AFC_47_15,AFC_47_15_E12,1,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_F01,2,1,1,0
AFC,AFC_47,AFC_47_15,AFC_47_15_F02,0,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_F03,1,1,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_F04,1,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_F05,1,1,0,NA
AFC,AFC_47,AFC_47_15,AFC_47_15_F06,1,1,2,3
AFC,AFC_47,AFC_47_15,AFC_47_15_F07,2,0,3,0
AFC,AFC_47,AFC_47_15,AFC_47_15_F08,0,2,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_F09,1,1,2,3
AFC,AFC_47,AFC_47_15,AFC_47_15_F10,1,2,1,0
AFC,AFC_47,AFC_47_15,AFC_47_15_F11,2,1,0,3
AFC,AFC_47,AFC_47_15,AFC_47_15_F12,0,0,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_G01,0,0,0,2
AFC,AFC_47,AFC_47_15,AFC_47_15_G02,1,2,0,2
AFC,AFC_47,AFC_47_15,AFC_47_15_G03,2,1,1,1
AFC,AFC_47,AFC_47_15,AFC_47_15_G04,2,0,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_G05,1,1,1,5
AFC,AFC_47,AFC_47_15,AFC_47_15_G06,1,1,1,0
AFC,AFC_47,AFC_47_15,AFC_47_15_G07,1,0,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_G08,1,1,1,4
AFC,AFC_47,AFC_47_15,AFC_47_15_G09,1,0,2,5
AFC,AFC_47,AFC_47_15,AFC_47_15_G10,1,0,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_G12,0,1,1,3
AFC,AFC_47,AFC_47_15,AFC_47_15_H01,0,2,1,2
AFC,AFC_47,AFC_47_15,AFC_47_15_H03,2,1,0,3
AFC,AFC_47,AFC_47_15,AFC_47_15_H04,0,0,2,2
AFC,AFC_47,AFC_47_15,AFC_47_15_H05,2,0,0,2
AFC,AFC_47,AFC_47_15,AFC_47_15_H06,2,0,2,1
AFC,AFC_47,AFC_47_15,AFC_47_15_H07,0,1,1,0
AFC,AFC_47,AFC_47_15,AFC_47_15_H08,1,0,0,1
AFC,AFC_47,AFC_47_15,AFC_47_15_H09,1,1,2,3
AFC,AFC_47,AFC_47_15,AFC_47_15_H10,2,1,3,1
AFC,AFC_47,AFC_47_15,AFC_47_15_H11,0,0,3,1
AFC,AFC_47,AFC_47_15,AFC_47_15_H12,0,2,0,3
AFC,AFC_47,AFC_47_16,AFC_47_16_A07,0,1,4,4
AFC,AFC_47,AFC_47_16,AFC_47_16_B01,1,1,2,3
AFC,AFC_47,AFC_47_16,AFC_47_16_B02,2,3,0,4
AFC,AFC_47,AFC_47_16,AFC_47_16_B03,1,0,2,3
AFC,AFC_47,AFC_47_16,AFC_47_16_B04,1,2,0,1
AFC,AFC_47,AFC_47_16,AFC_47_16_B06,0,0,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_B07,0,1,0,3
AFC,AFC_47,AFC_47_16,AFC_47_16_B08,0,1,2,1
AFC,AFC_47,AFC_47_16,AFC_47_16_B09,1,0,3,0
AFC,AFC_47,AFC_47_16,AFC_47_16_B10,0,2,4,1
AFC,AFC_47,AFC_47_16,AFC_47_16_B11,2,1,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_C01,1,2,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_C03,2,0,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_C04,2,1,2,3
AFC,AFC_47,AFC_47_16,AFC_47_16_C05,0,0,0,1
AFC,AFC_47,AFC_47_16,AFC_47_16_C06,2,0,0,3
AFC,AFC_47,AFC_47_16,AFC_47_16_C07,1,2,0,4
AFC,AFC_47,AFC_47_16,AFC_47_16_C08,1,1,0,2
AFC,AFC_47,AFC_47_16,AFC_47_16_C09,3,1,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_C10,2,0,0,0
AFC,AFC_47,AFC_47_16,AFC_47_16_C11,2,0,1,3
AFC,AFC_47,AFC_47_16,AFC_47_16_C12,0,1,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_D01,0,1,3,1
AFC,AFC_47,AFC_47_16,AFC_47_16_D02,1,1,0,2
AFC,AFC_47,AFC_47_16,AFC_47_16_D03,1,0,1,0
AFC,AFC_47,AFC_47_16,AFC_47_16_D04,1,0,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_D05,2,1,4,1
AFC,AFC_47,AFC_47_16,AFC_47_16_D06,0,2,2,4
AFC,AFC_47,AFC_47_16,AFC_47_16_D07,2,1,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_D08,3,1,0,4
AFC,AFC_47,AFC_47_16,AFC_47_16_D09,4,1,0,2
AFC,AFC_47,AFC_47_16,AFC_47_16_D10,0,1,1,3
AFC,AFC_47,AFC_47_16,AFC_47_16_D11,1,0,0,NA
AFC,AFC_47,AFC_47_16,AFC_47_16_D12,1,1,2,4
AFC,AFC_47,AFC_47_16,AFC_47_16_E01,1,1,2,1
AFC,AFC_47,AFC_47_16,AFC_47_16_E02,1,0,1,NA
AFC,AFC_47,AFC_47_16,AFC_47_16_E03,2,0,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_E04,1,1,0,4
AFC,AFC_47,AFC_47_16,AFC_47_16_E05,1,0,1,0
AFC,AFC_47,AFC_47_16,AFC_47_16_E07,2,1,2,1
AFC,AFC_47,AFC_47_16,AFC_47_16_E08,1,1,3,NA
AFC,AFC_47,AFC_47_16,AFC_47_16_E09,1,2,0,4
AFC,AFC_47,AFC_47_16,AFC_47_16_E10,2,1,2,3
AFC,AFC_47,AFC_47_16,AFC_47_16_E11,2,1,2,1
AFC,AFC_47,AFC_47_16,AFC_47_16_E12,2,1,3,1
AFC,AFC_47,AFC_47_16,AFC_47_16_F01,1,1,2,5
AFC,AFC_47,AFC_47_16,AFC_47_16_F02,3,0,2,3
AFC,AFC_47,AFC_47_16,AFC_47_16_F03,2,0,2,4
AFC,AFC_47,AFC_47_16,AFC_47_16_F04,2,1,3,1
AFC,AFC_47,AFC_47_16,AFC_47_16_F05,0,0,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_F06,3,1,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_F07,2,0,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_F08,1,0,0,1
AFC,AFC_47,AFC_47_16,AFC_47_16_F09,2,1,2,2
AFC,AFC_47,AFC_47_16,AFC_47_16_F10,2,1,2,2
AFC,AFC_47,AFC_47_16,AFC_47_16_F11,0,0,1,0
AFC,AFC_47,AFC_47_16,AFC_47_16_F12,1,0,0,2
AFC,AFC_47,AFC_47_16,AFC_47_16_G01,1,1,4,1
AFC,AFC_47,AFC_47_16,AFC_47_16_G02,1,0,4,3
AFC,AFC_47,AFC_47_16,AFC_47_16_G03,2,0,2,4
AFC,AFC_47,AFC_47_16,AFC_47_16_G04,2,1,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_G05,0,0,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_G06,3,1,1,1
AFC,AFC_47,AFC_47_16,AFC_47_16_G07,2,0,1,2
AFC,AFC_47,AFC_47_16,AFC_47_16_G08,3,0,0,1
AFC,AFC_47,AFC_47_16,AFC_47_16_G09,2,1,0,2
AFC,AFC_47,AFC_47_16,AFC_47_16_G10,2,1,2,2
AFC,AFC_47,AFC_47_16,AFC_47_16_G11,4,0,1,0
AFC,AFC_47,AFC_47_16,AFC_47_16_G12,1,0,0,2
AFC,AFC_47,AFC_47_16,AFC_47_16_H11,3,0,2,2
AFC,AFC_47,AFC_47_17,AFC_47_17_A01,0,0,2,3
AFC,AFC_47,AFC_47_17,AFC_47_17_A11,1,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_A12,0,2,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_B02,3,2,3,3
AFC,AFC_47,AFC_47_17,AFC_47_17_B03,0,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_B06,2,1,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_B07,1,0,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_B08,3,1,0,NA
AFC,AFC_47,AFC_47_17,AFC_47_17_B09,0,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_B10,0,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_B11,2,0,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_B12,1,0,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_C01,0,0,1,0
AFC,AFC_47,AFC_47_17,AFC_47_17_C02,1,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_C03,1,0,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_C05,3,1,1,5
AFC,AFC_47,AFC_47_17,AFC_47_17_C06,2,1,2,4
AFC,AFC_47,AFC_47_17,AFC_47_17_C07,5,0,0,3
AFC,AFC_47,AFC_47_17,AFC_47_17_C08,0,1,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_C09,3,1,3,NA
AFC,AFC_47,AFC_47_17,AFC_47_17_C10,0,1,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_C11,0,0,3,2
AFC,AFC_47,AFC_47_17,AFC_47_17_C12,2,0,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_D01,1,0,0,1
AFC,AFC_47,AFC_47_17,AFC_47_17_D02,0,1,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_D03,1,0,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_D04,1,0,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_D05,2,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_D06,1,1,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_D07,2,1,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_D08,2,1,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_D09,2,0,2,3
AFC,AFC_47,AFC_47_17,AFC_47_17_D10,5,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_D12,1,1,0,0
AFC,AFC_47,AFC_47_17,AFC_47_17_E01,0,1,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_E02,0,0,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_E03,2,0,0,1
AFC,AFC_47,AFC_47_17,AFC_47_17_E04,3,0,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_E05,1,2,1,4
AFC,AFC_47,AFC_47_17,AFC_47_17_E06,1,0,2,0
AFC,AFC_47,AFC_47_17,AFC_47_17_E07,1,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_E08,2,1,2,1
AFC,AFC_47,AFC_47_17,AFC_47_17_E09,0,0,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_E10,1,0,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_E11,4,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_F01,2,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_F02,0,3,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_F03,1,0,2,3
AFC,AFC_47,AFC_47_17,AFC_47_17_F04,0,0,1,4
AFC,AFC_47,AFC_47_17,AFC_47_17_F05,1,0,1,4
AFC,AFC_47,AFC_47_17,AFC_47_17_F06,1,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_F07,1,0,0,3
AFC,AFC_47,AFC_47_17,AFC_47_17_F08,4,0,2,2
AFC,AFC_47,AFC_47_17,AFC_47_17_F09,1,0,0,3
AFC,AFC_47,AFC_47_17,AFC_47_17_F10,1,0,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_F11,1,0,0,3
AFC,AFC_47,AFC_47_17,AFC_47_17_F12,0,0,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_G01,2,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_G02,2,1,2,2
AFC,AFC_47,AFC_47_17,AFC_47_17_G03,1,0,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_G04,2,0,2,3
AFC,AFC_47,AFC_47_17,AFC_47_17_G05,2,1,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_G06,2,0,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_G07,1,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_G08,0,0,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_G09,1,1,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_G10,0,0,2,3
AFC,AFC_47,AFC_47_17,AFC_47_17_G11,1,1,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_G12,2,1,0,0
AFC,AFC_47,AFC_47_17,AFC_47_17_H01,1,2,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_H02,2,1,1,3
AFC,AFC_47,AFC_47_17,AFC_47_17_H03,0,1,2,2
AFC,AFC_47,AFC_47_17,AFC_47_17_H04,0,0,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_H05,1,1,1,2
AFC,AFC_47,AFC_47_17,AFC_47_17_H06,1,0,3,4
AFC,AFC_47,AFC_47_17,AFC_47_17_H07,0,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_H08,3,1,1,1
AFC,AFC_47,AFC_47_17,AFC_47_17_H11,1,1,0,2
AFC,AFC_47,AFC_47_17,AFC_47_17_H12,1,1,1,NA
AFC,AFC_47,AFC_47_18,AFC_47_18_A02,2,2,0,5
AFC,AFC_47,AFC_47_18,AFC_47_18_A04,0,0,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_A06,3,2,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_A07,2,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_A08,2,0,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_A09,0,1,2,1
AFC,AFC_47,AFC_47_18,AFC_47_18_B02,2,0,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_B03,1,1,3,1
AFC,AFC_47,AFC_47_18,AFC_47_18_B04,4,1,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_B05,2,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_B06,0,2,0,0
AFC,AFC_47,AFC_47_18,AFC_47_18_B07,0,1,1,4
AFC,AFC_47,AFC_47_18,AFC_47_18_B08,2,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_B09,2,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_B10,1,0,2,1
AFC,AFC_47,AFC_47_18,AFC_47_18_B11,0,1,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_B12,2,1,4,2
AFC,AFC_47,AFC_47_18,AFC_47_18_C01,4,1,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_C02,2,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_C03,1,1,2,2
AFC,AFC_47,AFC_47_18,AFC_47_18_C04,2,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_C05,3,1,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_C06,1,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_C07,1,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_C08,2,2,0,4
AFC,AFC_47,AFC_47_18,AFC_47_18_C09,1,0,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_C10,1,1,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_C11,1,1,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_C12,3,0,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_D01,1,0,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_D02,1,1,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_D03,0,1,1,0
AFC,AFC_47,AFC_47_18,AFC_47_18_D04,2,0,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_D05,1,0,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_D06,0,1,1,5
AFC,AFC_47,AFC_47_18,AFC_47_18_D07,2,1,1,5
AFC,AFC_47,AFC_47_18,AFC_47_18_D08,2,0,2,1
AFC,AFC_47,AFC_47_18,AFC_47_18_D09,0,2,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_D10,1,0,2,3
AFC,AFC_47,AFC_47_18,AFC_47_18_D11,1,1,2,2
AFC,AFC_47,AFC_47_18,AFC_47_18_D12,0,0,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_E01,0,2,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_E03,2,0,2,2
AFC,AFC_47,AFC_47_18,AFC_47_18_E04,4,2,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_E05,0,1,0,0
AFC,AFC_47,AFC_47_18,AFC_47_18_E06,0,1,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_E07,1,1,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_E08,1,0,2,2
AFC,AFC_47,AFC_47_18,AFC_47_18_E09,3,0,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_E10,1,0,0,0
AFC,AFC_47,AFC_47_18,AFC_47_18_E11,1,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_E12,2,0,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_F01,1,0,2,3
AFC,AFC_47,AFC_47_18,AFC_47_18_F02,1,1,0,1
AFC,AFC_47,AFC_47_18,AFC_47_18_F04,3,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_F06,1,0,3,2
AFC,AFC_47,AFC_47_18,AFC_47_18_F07,0,0,2,1
AFC,AFC_47,AFC_47_18,AFC_47_18_F08,1,1,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_F09,0,2,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_F10,1,0,3,2
AFC,AFC_47,AFC_47_18,AFC_47_18_F11,1,1,2,2
AFC,AFC_47,AFC_47_18,AFC_47_18_F12,1,0,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_G01,1,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_G02,3,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_G04,1,1,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_G05,0,1,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_G06,1,0,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_G07,2,1,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_G09,1,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_G10,1,1,1,4
AFC,AFC_47,AFC_47_18,AFC_47_18_G11,1,0,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_G12,1,0,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_H01,3,0,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_H02,3,1,3,2
AFC,AFC_47,AFC_47_18,AFC_47_18_H03,0,1,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_H04,4,0,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_H05,1,1,2,0
AFC,AFC_47,AFC_47_18,AFC_47_18_H06,0,1,0,2
AFC,AFC_47,AFC_47_18,AFC_47_18_H07,1,1,0,3
AFC,AFC_47,AFC_47_18,AFC_47_18_H09,1,1,1,2
AFC,AFC_47,AFC_47_18,AFC_47_18_H10,3,1,1,1
AFC,AFC_47,AFC_47_18,AFC_47_18_H11,1,2,1,3
AFC,AFC_47,AFC_47_18,AFC_47_18_H12,1,0,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_A01,3,1,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_A02,0,1,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_A03,0,1,2,2
AFC,AFC_47,AFC_47_19,AFC_47_19_A04,2,1,3,1
AFC,AFC_47,AFC_47_19,AFC_47_19_A05,0,0,2,4
AFC,AFC_47,AFC_47_19,AFC_47_19_A06,1,0,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_A08,1,1,3,2
AFC,AFC_47,AFC_47_19,AFC_47_19_A09,2,2,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_A10,1,0,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_A11,1,0,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_A12,1,1,2,1
AFC,AFC_47,AFC_47_19,AFC_47_19_B01,1,1,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_B02,0,1,1,3
AFC,AFC_47,AFC_47_19,AFC_47_19_B03,2,0,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_B04,1,1,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_B05,2,0,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_B06,1,0,2,3
AFC,AFC_47,AFC_47_19,AFC_47_19_B07,2,1,1,4
AFC,AFC_47,AFC_47_19,AFC_47_19_B08,1,1,0,0
AFC,AFC_47,AFC_47_19,AFC_47_19_B09,2,1,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_B10,0,1,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_B11,0,1,0,3
AFC,AFC_47,AFC_47_19,AFC_47_19_B12,0,0,2,1
AFC,AFC_47,AFC_47_19,AFC_47_19_C01,1,0,0,2
AFC,AFC_47,AFC_47_19,AFC_47_19_C02,1,1,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_C03,1,1,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_C04,0,1,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_C05,1,2,0,1
AFC,AFC_47,AFC_47_19,AFC_47_19_C06,0,1,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_C07,1,0,0,0
AFC,AFC_47,AFC_47_19,AFC_47_19_C08,1,0,0,3
AFC,AFC_47,AFC_47_19,AFC_47_19_C09,2,1,2,4
AFC,AFC_47,AFC_47_19,AFC_47_19_C10,1,2,1,3
AFC,AFC_47,AFC_47_19,AFC_47_19_C11,1,0,0,4
AFC,AFC_47,AFC_47_19,AFC_47_19_C12,3,1,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_D01,1,1,0,4
AFC,AFC_47,AFC_47_19,AFC_47_19_D02,0,2,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_D03,2,0,0,2
AFC,AFC_47,AFC_47_19,AFC_47_19_D04,2,0,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_D05,3,0,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_D06,1,0,2,2
AFC,AFC_47,AFC_47_19,AFC_47_19_D07,2,0,1,2
AFC,AFC_47,AFC_47_19,AFC_47_19_D08,0,0,1,1
AFC,AFC_47,AFC_47_19,AFC_47_19_D09,2,1,3,2
